method,benchmark,condition,seed,success_rate,success_rate_ci,worst_seed_sr,cvar_failure,bottom_10_sr,avg_cost,avg_latency,llm_call_rate,safety_failure_rate,ece,brier
r2v@0.8,humaneval,noisy,4,0.9302,"[0.860, 1.000]",,,,12.6279,,0.0000,,,
r2v@0.8,humaneval,noisy,5,0.9091,"[0.818, 0.982]",,,,11.1818,,0.0000,,,
slm_only,humaneval,noisy,0,0.9189,"[0.865, 0.964]",,,,10.8919,,0.0000,,,
slm_only,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
slm_only,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
slm_only,humaneval,noisy,3,0.9333,"[0.844, 1.000]",,,,9.6444,,0.0000,,,
slm_only,humaneval,noisy,4,0.9302,"[0.860, 1.000]",,,,12.6279,,0.0000,,,
slm_only,humaneval,noisy,5,0.9091,"[0.818, 0.982]",,,,11.1818,,0.0000,,,
llm_only,humaneval,noisy,0,1.0000,"[1.000, 1.000]",,,,217.8378,,1.0000,,,
llm_only,humaneval,noisy,1,1.0000,"[1.000, 1.000]",,,,193.8889,,1.0000,,,
llm_only,humaneval,noisy,2,1.0000,"[1.000, 1.000]",,,,221.8605,,1.0000,,,
llm_only,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,192.8889,,1.0000,,,
llm_only,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,252.5581,,1.0000,,,
llm_only,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,223.6364,,1.0000,,,
entropy_router,humaneval,noisy,0,0.9369,"[0.892, 0.973]",,,,11.5766,,0.0020,,,
entropy_router,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
entropy_router,humaneval,noisy,2,0.9302,"[0.837, 1.000]",,,,15.5116,,0.0091,,,
entropy_router,humaneval,noisy,3,0.9333,"[0.844, 1.000]",,,,10.0667,,0.0007,,,
entropy_router,humaneval,noisy,4,0.9302,"[0.860, 1.000]",,,,14.3953,,0.0035,,,
entropy_router,humaneval,noisy,5,0.9273,"[0.855, 0.982]",,,,11.5273,,0.0006,,,
oracle_router,humaneval,noisy,0,1.0000,"[1.000, 1.000]",,,,36.2252,,0.0811,,,
oracle_router,humaneval,noisy,1,1.0000,"[1.000, 1.000]",,,,30.2778,,0.0833,,,
oracle_router,humaneval,noisy,2,1.0000,"[1.000, 1.000]",,,,32.7442,,0.0930,,,
oracle_router,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,35.8222,,0.0667,,,
oracle_router,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,39.5814,,0.0698,,,
oracle_router,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,40.5455,,0.0909,,,
heuristic_router,humaneval,noisy,0,0.9910,"[0.973, 1.000]",,,,45.8108,,0.1660,,,
heuristic_router,humaneval,noisy,1,0.9722,"[0.917, 1.000]",,,,48.2222,,0.2494,,,
heuristic_router,humaneval,noisy,2,0.9767,"[0.930, 1.000]",,,,52.6279,,0.2200,,,
heuristic_router,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,47.2222,,0.2201,,,
heuristic_router,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,74.9302,,0.2702,,,
heuristic_router,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,60.5818,,0.2343,,,
verifier_router,humaneval,noisy,0,0.9730,"[0.937, 1.000]",,,,29.7207,,0.0931,,,
verifier_router,humaneval,noisy,1,0.9722,"[0.917, 1.000]",,,,56.6667,,0.2861,,,
verifier_router,humaneval,noisy,2,0.9535,"[0.884, 1.000]",,,,56.1628,,0.2213,,,
verifier_router,humaneval,noisy,3,0.9778,"[0.933, 1.000]",,,,41.3111,,0.1558,,,
verifier_router,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,81.1163,,0.3245,,,
verifier_router,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,107.5636,,0.5997,,,
