method,benchmark,condition,seed,success_rate,success_rate_ci,worst_seed_sr,cvar_failure,bottom_10_sr,avg_cost,avg_latency,llm_call_rate,safety_failure_rate,ece,brier
r2v@0.1,humaneval,noisy,1,1.0000,"[1.000, 1.000]",,,,120.5278,,0.5015,,,
r2v@0.1,humaneval,noisy,2,0.9767,"[0.930, 1.000]",,,,159.1163,,0.6791,,,
r2v@0.1,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,135.4667,,0.5855,,,
r2v@0.1,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,177.0000,,0.6123,,,
r2v@0.1,humaneval,noisy,5,0.9818,"[0.927, 1.000]",,,,151.0909,,0.5413,,,
r2v@0.2,humaneval,noisy,0,0.9189,"[0.865, 0.964]",,,,10.8919,,0.0000,,,
r2v@0.2,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
r2v@0.2,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
r2v@0.2,humaneval,noisy,3,0.9333,"[0.866, 1.000]",,,,9.6444,,0.0000,,,
r2v@0.2,humaneval,noisy,4,0.9302,"[0.837, 1.000]",,,,12.6279,,0.0000,,,
r2v@0.2,humaneval,noisy,5,0.9091,"[0.836, 0.982]",,,,11.1818,,0.0000,,,
r2v@0.3,humaneval,noisy,0,0.9189,"[0.865, 0.964]",,,,10.8919,,0.0000,,,
r2v@0.3,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
r2v@0.3,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
r2v@0.3,humaneval,noisy,3,0.9333,"[0.866, 1.000]",,,,9.6444,,0.0000,,,
r2v@0.3,humaneval,noisy,4,0.9302,"[0.837, 1.000]",,,,12.6279,,0.0000,,,
r2v@0.3,humaneval,noisy,5,0.9091,"[0.836, 0.982]",,,,11.1818,,0.0000,,,
r2v@0.4,humaneval,noisy,0,0.9189,"[0.865, 0.964]",,,,10.8919,,0.0000,,,
r2v@0.4,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
r2v@0.4,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
r2v@0.4,humaneval,noisy,3,0.9333,"[0.866, 1.000]",,,,9.6444,,0.0000,,,
r2v@0.4,humaneval,noisy,4,0.9302,"[0.837, 1.000]",,,,12.6279,,0.0000,,,
r2v@0.4,humaneval,noisy,5,0.9091,"[0.836, 0.982]",,,,11.1818,,0.0000,,,
r2v@0.5,humaneval,noisy,0,0.9189,"[0.865, 0.964]",,,,10.8919,,0.0000,,,
r2v@0.5,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
r2v@0.5,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
r2v@0.5,humaneval,noisy,3,0.9333,"[0.866, 1.000]",,,,9.6444,,0.0000,,,
r2v@0.5,humaneval,noisy,4,0.9302,"[0.837, 1.000]",,,,12.6279,,0.0000,,,
r2v@0.5,humaneval,noisy,5,0.9091,"[0.836, 0.982]",,,,11.1818,,0.0000,,,
r2v@0.6,humaneval,noisy,0,0.9189,"[0.865, 0.964]",,,,10.8919,,0.0000,,,
r2v@0.6,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
r2v@0.6,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
r2v@0.6,humaneval,noisy,3,0.9333,"[0.866, 1.000]",,,,9.6444,,0.0000,,,
r2v@0.6,humaneval,noisy,4,0.9302,"[0.837, 1.000]",,,,12.6279,,0.0000,,,
r2v@0.6,humaneval,noisy,5,0.9091,"[0.836, 0.982]",,,,11.1818,,0.0000,,,
r2v@0.7,humaneval,noisy,0,0.9189,"[0.865, 0.964]",,,,10.8919,,0.0000,,,
r2v@0.7,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
r2v@0.7,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
r2v@0.7,humaneval,noisy,3,0.9333,"[0.866, 1.000]",,,,9.6444,,0.0000,,,
r2v@0.7,humaneval,noisy,4,0.9302,"[0.837, 1.000]",,,,12.6279,,0.0000,,,
r2v@0.7,humaneval,noisy,5,0.9091,"[0.836, 0.982]",,,,11.1818,,0.0000,,,
r2v@0.8,humaneval,noisy,0,0.9189,"[0.865, 0.964]",,,,10.8919,,0.0000,,,
r2v@0.8,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
r2v@0.8,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
r2v@0.8,humaneval,noisy,3,0.9333,"[0.866, 1.000]",,,,9.6444,,0.0000,,,
r2v@0.8,humaneval,noisy,4,0.9302,"[0.837, 1.000]",,,,12.6279,,0.0000,,,
r2v@0.8,humaneval,noisy,5,0.9091,"[0.836, 0.982]",,,,11.1818,,0.0000,,,
slm_only,humaneval,noisy,0,0.9189,"[0.865, 0.964]",,,,10.8919,,0.0000,,,
slm_only,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
slm_only,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
slm_only,humaneval,noisy,3,0.9333,"[0.866, 1.000]",,,,9.6444,,0.0000,,,
slm_only,humaneval,noisy,4,0.9302,"[0.837, 1.000]",,,,12.6279,,0.0000,,,
slm_only,humaneval,noisy,5,0.9091,"[0.836, 0.982]",,,,11.1818,,0.0000,,,
llm_only,humaneval,noisy,0,1.0000,"[1.000, 1.000]",,,,217.8378,,1.0000,,,
llm_only,humaneval,noisy,1,1.0000,"[1.000, 1.000]",,,,193.8889,,1.0000,,,
llm_only,humaneval,noisy,2,1.0000,"[1.000, 1.000]",,,,221.8605,,1.0000,,,
llm_only,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,192.8889,,1.0000,,,
llm_only,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,252.5581,,1.0000,,,
llm_only,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,223.6364,,1.0000,,,
entropy_router,humaneval,noisy,0,0.9550,"[0.910, 0.991]",,,,17.7387,,0.0203,,,
entropy_router,humaneval,noisy,1,0.9722,"[0.917, 1.000]",,,,17.6111,,0.0250,,,
entropy_router,humaneval,noisy,2,0.9535,"[0.884, 1.000]",,,,25.6744,,0.0317,,,
entropy_router,humaneval,noisy,3,0.9778,"[0.933, 1.000]",,,,16.4000,,0.0153,,,
entropy_router,humaneval,noisy,4,0.9535,"[0.884, 1.000]",,,,27.2093,,0.0496,,,
entropy_router,humaneval,noisy,5,0.9455,"[0.873, 1.000]",,,,17.0545,,0.0258,,,
oracle_router,humaneval,noisy,0,1.0000,"[1.000, 1.000]",,,,36.2252,,0.0811,,,
oracle_router,humaneval,noisy,1,1.0000,"[1.000, 1.000]",,,,30.2778,,0.0833,,,
oracle_router,humaneval,noisy,2,1.0000,"[1.000, 1.000]",,,,32.7442,,0.0930,,,
oracle_router,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,35.8222,,0.0667,,,
oracle_router,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,39.5814,,0.0698,,,
oracle_router,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,40.5455,,0.0909,,,
heuristic_router,humaneval,noisy,0,0.9910,"[0.973, 1.000]",,,,58.6486,,0.2009,,,
heuristic_router,humaneval,noisy,1,0.9722,"[0.917, 1.000]",,,,61.4167,,0.3059,,,
heuristic_router,humaneval,noisy,2,0.9767,"[0.930, 1.000]",,,,70.3023,,0.3163,,,
heuristic_router,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,51.0222,,0.2112,,,
heuristic_router,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,88.1860,,0.3507,,,
heuristic_router,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,69.2182,,0.2542,,,
verifier_router,humaneval,noisy,0,0.9910,"[0.973, 1.000]",,,,34.1712,,0.1159,,,
verifier_router,humaneval,noisy,1,0.9722,"[0.917, 1.000]",,,,63.0000,,0.3110,,,
verifier_router,humaneval,noisy,2,0.9767,"[0.930, 1.000]",,,,65.8837,,0.3016,,,
verifier_router,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,45.9556,,0.1639,,,
verifier_router,humaneval,noisy,4,0.9767,"[0.930, 1.000]",,,,85.9767,,0.3173,,,
verifier_router,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,110.3273,,0.5869,,,
