method_a,method_b,benchmark,condition,metric,value_a,value_b,difference,ci_lower,ci_upper,p_value,significant,effect_size,test_name
r2v@0.5,verifier_router,humaneval,noisy,success_rate,0.918918918918919,0.987987987987988,-0.06906906906906907,-0.0960960960960961,-0.04504504504504504,2.384185791015625e-07,True,,mcnemar
r2v@0.6,slm_only,humaneval,noisy,success_rate,0.918918918918919,0.918918918918919,0.0,0.0,0.0,1.0,False,,mcnemar
r2v@0.6,llm_only,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.10810810810810811,-0.05405405405405406,5.623957756162312e-07,True,,mcnemar
r2v@0.6,entropy_router,humaneval,noisy,success_rate,0.918918918918919,0.9579579579579579,-0.039039039039038936,-0.06006006006006006,-0.021021021021021023,0.000244140625,True,,mcnemar
r2v@0.6,oracle_router,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.10810810810810811,-0.05405405405405406,5.623957756162312e-07,True,,mcnemar
r2v@0.6,heuristic_router,humaneval,noisy,success_rate,0.918918918918919,0.990990990990991,-0.072072072072072,-0.0990990990990991,-0.04504504504504504,1.1920928955078125e-07,True,,mcnemar
r2v@0.6,verifier_router,humaneval,noisy,success_rate,0.918918918918919,0.987987987987988,-0.06906906906906907,-0.0960960960960961,-0.04504504504504504,2.384185791015625e-07,True,,mcnemar
r2v@0.7,slm_only,humaneval,noisy,success_rate,0.918918918918919,0.918918918918919,0.0,0.0,0.0,1.0,False,,mcnemar
r2v@0.7,llm_only,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.10810810810810811,-0.05405405405405406,5.623957756162312e-07,True,,mcnemar
r2v@0.7,entropy_router,humaneval,noisy,success_rate,0.918918918918919,0.9579579579579579,-0.039039039039038936,-0.06006006006006006,-0.021021021021021023,0.000244140625,True,,mcnemar
r2v@0.7,oracle_router,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.10810810810810811,-0.05405405405405406,5.623957756162312e-07,True,,mcnemar
r2v@0.7,heuristic_router,humaneval,noisy,success_rate,0.918918918918919,0.990990990990991,-0.072072072072072,-0.0990990990990991,-0.04504504504504504,1.1920928955078125e-07,True,,mcnemar
r2v@0.7,verifier_router,humaneval,noisy,success_rate,0.918918918918919,0.987987987987988,-0.06906906906906907,-0.0960960960960961,-0.04504504504504504,2.384185791015625e-07,True,,mcnemar
r2v@0.8,slm_only,humaneval,noisy,success_rate,0.918918918918919,0.918918918918919,0.0,0.0,0.0,1.0,False,,mcnemar
r2v@0.8,llm_only,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.10810810810810811,-0.05405405405405406,5.623957756162312e-07,True,,mcnemar
r2v@0.8,entropy_router,humaneval,noisy,success_rate,0.918918918918919,0.9579579579579579,-0.039039039039038936,-0.06006006006006006,-0.021021021021021023,0.000244140625,True,,mcnemar
r2v@0.8,oracle_router,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.10810810810810811,-0.05405405405405406,5.623957756162312e-07,True,,mcnemar
r2v@0.8,heuristic_router,humaneval,noisy,success_rate,0.918918918918919,0.990990990990991,-0.072072072072072,-0.0990990990990991,-0.04504504504504504,1.1920928955078125e-07,True,,mcnemar
r2v@0.8,verifier_router,humaneval,noisy,success_rate,0.918918918918919,0.987987987987988,-0.06906906906906907,-0.0960960960960961,-0.04504504504504504,2.384185791015625e-07,True,,mcnemar
