method,benchmark,condition,seed,success_rate,success_rate_ci,worst_seed_sr,cvar_failure,bottom_10_sr,avg_cost,avg_latency,llm_call_rate,safety_failure_rate,ece,brier
r2v@0.6,humaneval,noisy,5,0.9091,"[0.818, 0.982]",,,,11.5273,,0.0030,,,
r2v@0.7,humaneval,noisy,0,0.9279,"[0.874, 0.973]",,,,11.0631,,0.0003,,,
r2v@0.7,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
r2v@0.7,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
r2v@0.7,humaneval,noisy,3,0.9333,"[0.844, 1.000]",,,,9.6444,,0.0000,,,
r2v@0.7,humaneval,noisy,4,0.9535,"[0.884, 1.000]",,,,13.5116,,0.0026,,,
r2v@0.7,humaneval,noisy,5,0.9091,"[0.818, 0.982]",,,,11.5273,,0.0030,,,
r2v@0.8,humaneval,noisy,0,0.9279,"[0.874, 0.973]",,,,11.0631,,0.0003,,,
r2v@0.8,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
r2v@0.8,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
r2v@0.8,humaneval,noisy,3,0.9333,"[0.844, 1.000]",,,,9.6444,,0.0000,,,
r2v@0.8,humaneval,noisy,4,0.9535,"[0.884, 1.000]",,,,13.5116,,0.0026,,,
r2v@0.8,humaneval,noisy,5,0.9091,"[0.818, 0.982]",,,,11.5273,,0.0030,,,
slm_only,humaneval,noisy,0,0.9189,"[0.865, 0.964]",,,,10.8919,,0.0000,,,
slm_only,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
slm_only,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
slm_only,humaneval,noisy,3,0.9333,"[0.844, 1.000]",,,,9.6444,,0.0000,,,
slm_only,humaneval,noisy,4,0.9302,"[0.860, 1.000]",,,,12.6279,,0.0000,,,
slm_only,humaneval,noisy,5,0.9091,"[0.818, 0.982]",,,,11.1818,,0.0000,,,
llm_only,humaneval,noisy,0,1.0000,"[1.000, 1.000]",,,,217.8378,,1.0000,,,
llm_only,humaneval,noisy,1,1.0000,"[1.000, 1.000]",,,,193.8889,,1.0000,,,
llm_only,humaneval,noisy,2,1.0000,"[1.000, 1.000]",,,,221.8605,,1.0000,,,
llm_only,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,192.8889,,1.0000,,,
llm_only,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,252.5581,,1.0000,,,
llm_only,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,223.6364,,1.0000,,,
entropy_router,humaneval,noisy,0,0.9550,"[0.910, 0.991]",,,,12.7748,,0.0055,,,
entropy_router,humaneval,noisy,1,0.9722,"[0.917, 1.000]",,,,12.3333,,0.0132,,,
entropy_router,humaneval,noisy,2,0.9302,"[0.837, 1.000]",,,,19.9302,,0.0204,,,
entropy_router,humaneval,noisy,3,0.9556,"[0.889, 1.000]",,,,12.1778,,0.0044,,,
entropy_router,humaneval,noisy,4,0.9535,"[0.884, 1.000]",,,,17.0465,,0.0216,,,
entropy_router,humaneval,noisy,5,0.9455,"[0.873, 1.000]",,,,12.5636,,0.0035,,,
oracle_router,humaneval,noisy,0,1.0000,"[1.000, 1.000]",,,,36.2252,,0.0811,,,
oracle_router,humaneval,noisy,1,1.0000,"[1.000, 1.000]",,,,30.2778,,0.0833,,,
oracle_router,humaneval,noisy,2,1.0000,"[1.000, 1.000]",,,,32.7442,,0.0930,,,
oracle_router,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,35.8222,,0.0667,,,
oracle_router,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,39.5814,,0.0698,,,
oracle_router,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,40.5455,,0.0909,,,
heuristic_router,humaneval,noisy,0,0.9910,"[0.973, 1.000]",,,,52.8288,,0.1765,,,
heuristic_router,humaneval,noisy,1,0.9722,"[0.917, 1.000]",,,,55.6111,,0.2659,,,
heuristic_router,humaneval,noisy,2,0.9767,"[0.930, 1.000]",,,,56.6047,,0.2589,,,
heuristic_router,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,50.1778,,0.2068,,,
heuristic_router,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,77.5814,,0.2825,,,
heuristic_router,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,65.0727,,0.2428,,,
verifier_router,humaneval,noisy,0,0.9730,"[0.937, 1.000]",,,,30.5766,,0.0883,,,
verifier_router,humaneval,noisy,1,0.9722,"[0.917, 1.000]",,,,60.8889,,0.2872,,,
verifier_router,humaneval,noisy,2,0.9767,"[0.930, 1.000]",,,,55.7209,,0.2309,,,
verifier_router,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,44.2667,,0.1721,,,
verifier_router,humaneval,noisy,4,0.9767,"[0.930, 1.000]",,,,79.3488,,0.3192,,,
verifier_router,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,104.4545,,0.5852,,,
