method,benchmark,condition,seed,success_rate,success_rate_ci,worst_seed_sr,cvar_failure,bottom_10_sr,avg_cost,avg_latency,llm_call_rate,safety_failure_rate,ece,brier
slm_only,humaneval,noisy,5,0.9091,"[0.818, 0.982]",,,,11.1818,,0.0000,,,
llm_only,humaneval,noisy,0,1.0000,"[1.000, 1.000]",,,,217.8378,,1.0000,,,
llm_only,humaneval,noisy,1,1.0000,"[1.000, 1.000]",,,,193.8889,,1.0000,,,
llm_only,humaneval,noisy,2,1.0000,"[1.000, 1.000]",,,,221.8605,,1.0000,,,
llm_only,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,192.8889,,1.0000,,,
llm_only,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,252.5581,,1.0000,,,
llm_only,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,223.6364,,1.0000,,,
entropy_router,humaneval,noisy,0,0.9550,"[0.910, 0.991]",,,,12.7748,,0.0055,,,
entropy_router,humaneval,noisy,1,0.9444,"[0.861, 1.000]",,,,13.9167,,0.0074,,,
entropy_router,humaneval,noisy,2,0.9302,"[0.837, 1.000]",,,,21.6977,,0.0235,,,
entropy_router,humaneval,noisy,3,0.9333,"[0.844, 1.000]",,,,12.1778,,0.0044,,,
entropy_router,humaneval,noisy,4,0.9302,"[0.860, 1.000]",,,,17.0465,,0.0216,,,
entropy_router,humaneval,noisy,5,0.9455,"[0.873, 1.000]",,,,12.9091,,0.0041,,,
oracle_router,humaneval,noisy,0,1.0000,"[1.000, 1.000]",,,,36.2252,,0.0811,,,
oracle_router,humaneval,noisy,1,1.0000,"[1.000, 1.000]",,,,30.2778,,0.0833,,,
oracle_router,humaneval,noisy,2,1.0000,"[1.000, 1.000]",,,,32.7442,,0.0930,,,
oracle_router,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,35.8222,,0.0667,,,
oracle_router,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,39.5814,,0.0698,,,
oracle_router,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,40.5455,,0.0909,,,
heuristic_router,humaneval,noisy,0,0.9910,"[0.973, 1.000]",,,,53.3423,,0.1819,,,
heuristic_router,humaneval,noisy,1,0.9722,"[0.917, 1.000]",,,,56.6667,,0.2738,,,
heuristic_router,humaneval,noisy,2,0.9535,"[0.884, 1.000]",,,,53.0698,,0.2054,,,
heuristic_router,humaneval,noisy,3,0.9778,"[0.933, 1.000]",,,,46.8000,,0.2008,,,
heuristic_router,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,80.2326,,0.3089,,,
heuristic_router,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,60.2364,,0.2328,,,
verifier_router,humaneval,noisy,0,0.9730,"[0.937, 1.000]",,,,28.1802,,0.0836,,,
verifier_router,humaneval,noisy,1,0.9722,"[0.917, 1.000]",,,,57.7222,,0.2844,,,
verifier_router,humaneval,noisy,2,0.9535,"[0.884, 1.000]",,,,54.8372,,0.2189,,,
verifier_router,humaneval,noisy,3,0.9778,"[0.933, 1.000]",,,,43.0000,,0.1511,,,
verifier_router,humaneval,noisy,4,0.9767,"[0.930, 1.000]",,,,81.1163,,0.3326,,,
verifier_router,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,107.5636,,0.5866,,,
