method,benchmark,condition,seed,success_rate,success_rate_ci,worst_seed_sr,cvar_failure,bottom_10_sr,avg_cost,avg_latency,llm_call_rate,safety_failure_rate,ece,brier
r2v@0.7,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
r2v@0.7,humaneval,noisy,3,0.9556,"[0.889, 1.000]",,,,10.9111,,0.0052,,,
r2v@0.7,humaneval,noisy,4,0.9302,"[0.860, 1.000]",,,,12.6279,,0.0000,,,
r2v@0.7,humaneval,noisy,5,0.9091,"[0.818, 0.982]",,,,11.1818,,0.0000,,,
r2v@0.8,humaneval,noisy,0,0.9369,"[0.892, 0.982]",,,,11.2342,,0.0006,,,
r2v@0.8,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
r2v@0.8,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
r2v@0.8,humaneval,noisy,3,0.9556,"[0.889, 1.000]",,,,10.4889,,0.0044,,,
r2v@0.8,humaneval,noisy,4,0.9302,"[0.860, 1.000]",,,,12.6279,,0.0000,,,
r2v@0.8,humaneval,noisy,5,0.9091,"[0.818, 0.982]",,,,11.1818,,0.0000,,,
slm_only,humaneval,noisy,0,0.9189,"[0.865, 0.964]",,,,10.8919,,0.0000,,,
slm_only,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
slm_only,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
slm_only,humaneval,noisy,3,0.9333,"[0.844, 1.000]",,,,9.6444,,0.0000,,,
slm_only,humaneval,noisy,4,0.9302,"[0.860, 1.000]",,,,12.6279,,0.0000,,,
slm_only,humaneval,noisy,5,0.9091,"[0.818, 0.982]",,,,11.1818,,0.0000,,,
llm_only,humaneval,noisy,0,1.0000,"[1.000, 1.000]",,,,217.8378,,1.0000,,,
llm_only,humaneval,noisy,1,1.0000,"[1.000, 1.000]",,,,193.8889,,1.0000,,,
llm_only,humaneval,noisy,2,1.0000,"[1.000, 1.000]",,,,221.8605,,1.0000,,,
llm_only,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,192.8889,,1.0000,,,
llm_only,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,252.5581,,1.0000,,,
llm_only,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,223.6364,,1.0000,,,
entropy_router,humaneval,noisy,0,0.9459,"[0.901, 0.982]",,,,11.5766,,0.0031,,,
entropy_router,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
entropy_router,humaneval,noisy,2,0.9302,"[0.837, 1.000]",,,,14.6279,,0.0076,,,
entropy_router,humaneval,noisy,3,0.9333,"[0.844, 1.000]",,,,10.9111,,0.0022,,,
entropy_router,humaneval,noisy,4,0.9302,"[0.860, 1.000]",,,,14.8372,,0.0043,,,
entropy_router,humaneval,noisy,5,0.9273,"[0.855, 0.982]",,,,11.5273,,0.0006,,,
oracle_router,humaneval,noisy,0,1.0000,"[1.000, 1.000]",,,,36.2252,,0.0811,,,
oracle_router,humaneval,noisy,1,1.0000,"[1.000, 1.000]",,,,30.2778,,0.0833,,,
oracle_router,humaneval,noisy,2,1.0000,"[1.000, 1.000]",,,,32.7442,,0.0930,,,
oracle_router,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,35.8222,,0.0667,,,
oracle_router,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,39.5814,,0.0698,,,
oracle_router,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,40.5455,,0.0909,,,
heuristic_router,humaneval,noisy,0,0.9820,"[0.955, 1.000]",,,,45.2973,,0.1508,,,
heuristic_router,humaneval,noisy,1,0.9722,"[0.917, 1.000]",,,,50.3333,,0.2500,,,
heuristic_router,humaneval,noisy,2,0.9535,"[0.884, 1.000]",,,,46.0000,,0.1839,,,
heuristic_router,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,44.6889,,0.2117,,,
heuristic_router,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,71.3953,,0.2655,,,
heuristic_router,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,56.4364,,0.2020,,,
verifier_router,humaneval,noisy,0,0.9730,"[0.937, 1.000]",,,,27.8378,,0.0921,,,
verifier_router,humaneval,noisy,1,0.9722,"[0.917, 1.000]",,,,57.1944,,0.2827,,,
verifier_router,humaneval,noisy,2,0.9535,"[0.884, 1.000]",,,,54.3953,,0.2238,,,
verifier_router,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,41.7333,,0.1640,,,
verifier_router,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,82.8837,,0.3338,,,
verifier_router,humaneval,noisy,5,0.9818,"[0.945, 1.000]",,,,106.8727,,0.5823,,,
